CNTSCHID,CNTSTUID,CYC,BOOKID,ST001D01T,ST003D02T,ST003D03T,ST004D01T,ST250Q02JA,ST256Q01JA,ST256Q02JA,ST256Q03JA,ST256Q06JA,ST256Q07JA,ST256Q08JA,ST256Q09JA,ST256Q10JA,ST062Q01TA,ST062Q02TA,ST062Q03TA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST326Q01JA,ST326Q02JA,ST326Q03JA,ST326Q04JA,ST326Q05JA,ST326Q06JA,ST307Q07JA,ST307Q08JA,ST307Q09JA,ST307Q10JA,ST311Q05JA,ST305Q01JA,ST305Q02JA,ST305Q03JA,ST305Q04JA,ST305Q05JA,ST305Q06JA,ST305Q07JA,ST305Q08JA,ST305Q09JA,ST305Q10JA,ST276Q01JA,ST276Q02JA,ST276Q03JA,ST276Q04JA,ST276Q05JA,ST276Q06JA,ST276Q07JA,ST276Q08JA,ST276Q09JA,ST276Q10JA,ST290Q04WA,ST297Q01JA,ST297Q03JA,ST297Q05JA,ST297Q06JA,ST297Q07JA,ST297Q09JA,PVMATH,PVREAD,PVSCIE,Knowledge_Raw,Cognition_Raw,Emotion_Raw,Behavior_Raw,V_Knowledge,V_Cognition,V_Emotion,V_Behavior,Cluster,Student_Type,知识维度_综合得分,认知维度_综合得分,情感维度_综合得分,行为维度_综合得分,学生类型,student_id
34400048,34401933,08MS,8,9,1,2007,1,1,2,1,1,1,1,1,2,4,1,1,1,3,3,2,2,3,97,2.0,3.0,3.0,1.0,5.0,5.0,1.0,3.538216560509554,3.6481012658227847,2.0,97,2,97,2,2,4,97,97,97,97,3,1,97,97,3,97,1,97,1,1,97,3,0.0,0.0,0.0,1.0,0.0,0.0,736.4225,644.0645,609.9497,663.4789000000001,2.5465794565830846,0.16666666666666666,3.1666666666666665,1.5662184684959708,-1.7922172967234946,-0.34053312138293,0.38279349369334653,1,优秀全面型,0.7755269035384839,0.5155264855276949,0.8333333333333334,0.7222222222222222,优秀全面型,34401933
34400081,34401935,08MS,51,10,7,2006,1,1,2,2,1,3,2,2,2,1,1,1,2,97,3,3,2,2,3,2.613363673976003,3.0,2.0,2.0,6.0,3.8149606299212597,3.0,3.538216560509554,3.0,2.8802543270929,97,2,97,2,2,3,97,97,97,97,2,97,2,3,2,97,97,97,3,2,97,97,1.0,0.0,0.0,0.0,0.0,0.0,598.6258,575.141,587.1153,586.9607,3.1046177219006132,0.16666666666666666,3.2380540506495437,0.7010895732140913,-0.16919468434898124,-0.34053312138293,0.4708407721915015,1,优秀全面型,0.6436364248520003,0.7015392406335378,0.8333333333333334,0.7460180168831813,优秀全面型,34401935
34400077,34401938,08MS,17,10,11,2006,1,1,99,2,99,99,99,99,2,2,1,1,2,3,2,4,1,2,97,2.0,1.0,1.0,1.0,1.0,3.8149606299212597,2.5845932325413967,4.0,4.0,2.8802543270929,3,97,4,4,97,4,97,97,3,4,97,97,97,2,2,2,3,97,4,97,97,97,1.0,0.0,0.0,0.0,0.0,0.0,525.0014,493.2476,470.838,496.3623333333333,3.3662118899085742,0.16666666666666666,1.6358267716535433,-0.3232322857511733,0.5916371014437588,-0.34053312138293,-1.505303240662915,0,警示型,0.4874766883725719,0.7887372966361914,0.8333333333333334,0.21194225721784776,警示型,34401938
34400039,34401942,08MS,32,9,2,2007,2,1,95,95,95,95,95,95,95,95,1,1,1,4,1,1,2,2,97,3.0,3.0,3.0,3.0,3.0,3.0,2.5845932325413967,3.538216560509554,3.6481012658227847,2.8802543270929,97,97,97,97,97,4,4,97,4,4,4,2,97,97,2,97,2,97,2,2,97,1,0.0,0.0,0.0,1.0,1.0,0.0,418.2722,308.3573,411.2344,379.2879666666667,3.162791346491659,0.3333333333333333,3.0,-1.6468966884705116,1.2916082539394669e-15,0.7605499461550116,0.1772313117274271,0,警示型,0.28568163488747256,0.7209304488305529,0.6666666666666667,0.6666666666666666,警示型,34401942
34400084,34401945,08MS,5,10,12,2006,1,1,1,4,4,2,2,2,2,3,1,1,1,97,1,2,3,3,4,2.0,2.0,3.0,3.0,3.0,4.0,2.5845932325413967,4.0,3.6481012658227847,1.0,2,97,4,97,97,97,97,4,2,4,3,2,1,1,97,97,97,97,2,97,2,97,0.0,1.0,0.0,1.0,0.0,0.0,607.7297,575.0297,588.409,590.3894666666666,2.8081736245910456,0.3333333333333333,2.8333333333333335,0.739855842134592,-1.0313855109307546,0.7605499461550116,-0.028330870238492335,1,优秀全面型,0.6495464132857446,0.6027245415303485,0.6666666666666667,0.6111111111111112,优秀全面型,34401945
34400023,34401947,08MS,3,10,12,2006,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,97,2,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.6481012658227847,3.0,2,97,3,4,97,97,3,3,3,97,97,97,2,97,2,2,97,97,2,97,2,97,0.0,0.0,0.0,0.0,0.0,1.0,432.6305,327.4955,412.3516,390.8258666666666,3.162025316455696,0.16666666666666666,3.6666666666666665,-1.516447061050202,-0.002227954868681421,-0.34053312138293,0.9994800395911053,0,警示型,0.3055689186191438,0.7206751054852321,0.8333333333333334,0.8888888888888888,警示型,34401947
34400131,34401948,08MS,15,10,7,2006,2,1,2,2,1,1,1,2,2,2,1,1,1,3,97,2,3,2,3,2.0,2.0,2.0,2.0,2.0,4.0,2.5845932325413967,4.0,3.6481012658227847,2.0,1,97,4,97,2,5,3,3,97,97,97,97,2,97,2,97,2,97,2,2,97,97,0.0,0.0,0.0,0.0,0.0,1.0,620.7595,599.9353,558.3691,593.0213,3.0581736245910456,0.16666666666666666,2.3333333333333335,0.7696118356659704,-0.30427470453694966,-0.34053312138293,-0.6450174161362512,1,优秀全面型,0.6540827687953669,0.6860578748636819,0.8333333333333334,0.4444444444444445,优秀全面型,34401948
34400106,34401949,08MS,8,10,4,2006,1,1,2,1,3,1,1,1,1,3,1,1,1,3,2,2,97,3,3,2.613363673976003,6.0,6.0,4.0,3.0,3.0,1.0,3.538216560509554,3.6481012658227847,2.8802543270929,1,3,4,3,2,97,97,97,97,97,3,97,4,97,4,2,97,4,4,97,97,97,0.0,0.0,0.0,1.0,0.0,0.0,585.9636,566.2833,535.8997,562.7155333333334,2.7666430383563094,0.16666666666666666,4.102227278996001,0.4269692429624871,-1.1521748631193405,-0.34053312138293,1.536688778684085,1,优秀全面型,0.6018462803177559,0.5888810127854365,0.8333333333333334,1.0340757596653336,优秀全面型,34401949
34400168,34401950,08MS,3,10,10,2006,1,,,,,,,,,,,,,,,,,,,2.613363673976003,2.6384673748103187,2.716795366795367,2.095229221021245,3.2590051457975986,3.8149606299212597,2.5845932325413967,3.538216560509554,3.6481012658227847,2.8802543270929,,,,,,,,,,,,,,,,,,,,,,,0.23478414720452936,0.13517338995046002,0.10668789808917198,0.23796886058032554,0.10951875442321302,0.4851380042462845,482.384,408.2595,470.2391,453.6275333333333,3.162791346491659,0.21821184241566405,2.8563035687202984,-0.8063998238544223,1.2916082539394669e-15,1.833671660408279e-16,-5.477276817858002e-16,0,警示型,0.41381691555288813,0.7209304488305529,0.781788157584336,0.6187678562400994,警示型,34401950
34400060,34401951,08MS,16,10,9,2006,1,1,2,1,2,1,2,1,2,2,1,1,1,3,2,97,3,2,2,1.0,2.0,2.0,1.0,4.0,5.0,2.5845932325413967,4.0,3.6481012658227847,2.8802543270929,97,3,97,3,97,4,4,97,97,3,97,97,97,97,97,3,3,3,3,97,2,97,0.0,0.0,0.0,0.0,0.0,1.0,656.6042,647.4781,643.3345,649.1389333333333,3.2782372063642704,0.16666666666666666,2.5,1.404088158050712,0.3357677290672046,-0.34053312138293,-0.4394552341703317,1,优秀全面型,0.7508098418719145,0.7594124021214235,0.8333333333333334,0.5,优秀全面型,34401951
34400023,34401952,08MS,3,9,1,2007,1,1,2,1,1,2,2,1,2,4,1,1,1,3,2,2,3,97,3,4.0,5.0,5.0,5.0,2.0,6.0,2.0,3.538216560509554,3.6481012658227847,3.0,97,97,3,97,2,4,97,97,4,2,97,97,97,3,3,3,2,97,97,97,2,97,1.0,0.0,0.0,1.0,0.0,0.0,456.7339,541.252,514.2961,504.094,3.0465794565830846,0.3333333333333333,4.5,-0.2358166350690993,-0.3379956839358847,0.7605499461550116,2.0272909494207036,1,优秀全面型,0.5008033638263986,0.6821931521943615,0.6666666666666667,1.1666666666666667,优秀全面型,34401952
34400054,34401953,08MS,40,9,12,2006,1,1,2,2,2,1,1,1,2,2,1,1,2,4,97,2,4,2,3,5.0,4.0,3.0,2.0,3.2590051457975986,3.8149606299212597,2.5845932325413967,4.0,3.6481012658227847,2.8802543270929,97,97,3,1,97,97,1,5,3,97,97,2,97,97,97,2,1,3,97,97,1,4,0.0,0.0,0.0,0.0,0.0,1.0,605.169,586.3147,615.8513,602.445,3.2782372063642704,0.16666666666666666,3.5123276292864762,0.876157927582245,0.3357677290672046,-0.34053312138293,0.809122423872756,1,优秀全面型,0.6703259149226649,0.7594124021214235,0.8333333333333334,0.837442543095492,优秀全面型,34401953
34400116,34401954,08MS,15,9,1,2007,1,1,2,2,2,4,1,1,1,3,1,1,1,2,3,3,2,97,2,5.0,1.0,1.0,1.0,1.0,3.8149606299212597,2.5845932325413967,2.0,4.0,3.0,97,2,97,2,2,97,2,3,97,97,97,2,3,97,3,97,2,97,97,97,2,3,0.0,0.0,0.0,0.0,0.0,1.0,623.3352,599.8476,603.3208,608.8345333333333,2.8961483081353494,0.16666666666666666,2.135826771653543,0.948399171025417,-0.7755161385542004,-0.34053312138293,-0.8886166947651564,1,优秀全面型,0.6813392243041789,0.6320494360451164,0.8333333333333334,0.37860892388451434,优秀全面型,34401954
34400079,34401955,08MS,54,9,5,2006,2,1,1,1,1,1,1,1,2,2,1,1,1,4,97,2,3,1,4,2.0,1.0,6.0,1.0,2.0,3.8149606299212597,2.5845932325413967,3.0,3.0,3.0,3,3,3,3,97,3,97,97,3,97,97,2,97,3,97,1,97,3,97,97,2,3,0.0,0.0,0.0,0.0,0.0,1.0,290.5988,315.7116,340.1585,315.4896333333333,2.8961483081353494,0.16666666666666666,2.635826771653543,-2.368212422995001,-0.7755161385542004,-0.34053312138293,-0.2719301488673975,0,警示型,0.17571573497433857,0.6320494360451164,0.8333333333333334,0.545275590551181,警示型,34401955
34400120,34401956,08MS,9,10,10,2006,1,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,97,2,3,2.613363673976003,3.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,2,5,97,5,97,97,97,3,97,5,5,97,1,1,1,97,2,97,2,97,97,3,0.0,0.0,0.0,0.0,0.0,1.0,585.0271,556.4975,574.6102,572.0449333333332,3.5,0.16666666666666666,3.1022272789960006,0.5324491616699663,0.9807522239016778,-0.34053312138293,0.3033156868885673,3,潜力型,0.6179268863939268,0.8333333333333334,0.8333333333333334,0.7007424263320002,潜力型,34401956
34400125,34401957,08MS,3,9,7,2006,1,1,1,2,2,2,1,2,2,4,3,1,1,3,2,97,3,3,4,2.0,4.0,1.0,3.0,6.0,3.8149606299212597,2.5845932325413967,2.0,3.6481012658227847,4.0,97,97,4,4,2,4,4,97,97,97,97,97,97,2,97,97,2,2,97,2,3,3,1.0,1.0,0.0,0.0,0.0,0.0,310.323,372.0144,344.0354,342.1242666666667,3.0581736245910456,0.3333333333333333,3.30249343832021,-2.0670763414888413,-0.30427470453694966,0.7605499461550116,0.5503185789962812,0,警示型,0.2216244800829834,0.6860578748636819,0.6666666666666667,0.7674978127734033,警示型,34401957
34400117,34401958,08MS,22,10,10,2006,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,3,97,3,3,2.613363673976003,2.6384673748103187,2.0,2.095229221021245,2.0,2.0,2.5845932325413967,3.538216560509554,4.0,3.0,2,2,97,97,4,3,3,4,97,97,97,2,97,97,1,97,97,97,2,2,1,97,0.0,0.0,0.0,0.0,0.0,1.0,371.3597,366.6598,394.162,377.3938333333333,3.280702448262738,0.16666666666666666,2.224510044967928,-1.6683121096145441,0.34293774516620634,-0.34053312138293,-0.7792371317668464,0,警示型,0.2824168148573442,0.7602341494209126,0.8333333333333334,0.4081700149893093,警示型,34401958
34400105,34401959,08MS,5,10,12,2006,1,1,2,2,2,2,2,2,2,3,1,1,1,3,2,97,3,2,3,5.0,4.0,5.0,3.0,5.0,5.0,2.5845932325413967,3.0,4.0,2.8802543270929,97,97,97,3,97,2,97,4,3,3,97,2,2,97,97,2,97,2,97,97,2,97,1.0,0.0,0.0,0.0,0.0,0.0,631.5398,629.3749,589.8731,616.9292666666666,3.1162118899085742,0.16666666666666666,4.5,1.039919720466832,-0.1354737049500462,-0.34053312138293,2.0272909494207036,1,优秀全面型,0.6952916990640762,0.705403963302858,0.8333333333333334,1.1666666666666667,优秀全面型,34401959
34400019,34401961,08MS,5,10,8,2006,2,2,5,5,5,5,5,5,5,5,1,1,1,97,2,2,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,97,97,3,3,3,97,97,97,97,3,3,2,97,97,2,97,2,97,2,97,2,2,0.0,0.0,0.0,0.0,0.0,1.0,538.8351,471.1583,499.6107,503.2013666666667,3.0,0.16666666666666666,1.0,-0.24590891232547019,-0.4734693888859322,-0.34053312138293,-2.289514871863608,0,警示型,0.4992647777432857,0.6666666666666666,0.8333333333333334,0.0,警示型,34401961
34400131,34401963,08MS,2,8,1,2007,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,2,3,2,97,2.613363673976003,4.0,3.0,3.0,3.0,5.0,1.0,3.538216560509554,4.0,1.0,2,97,4,4,97,4,97,97,3,97,4,97,1,1,97,97,1,97,97,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,450.2594,401.4693,376.054,409.2609,2.3845541401273884,0.16666666666666666,3.435560612329334,-1.3080171708783044,-2.2634587307407457,-0.34053312138293,0.7144400508204067,0,警示型,0.337344435697886,0.4615180467091295,0.8333333333333334,0.8118535374431114,警示型,34401963
34400043,34401966,08MS,22,9,2,2007,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,97,1.0,1.0,1.0,1.0,1.0,1.0,2.5845932325413967,3.0,3.6481012658227847,2.8802543270929,97,3,97,97,4,4,3,97,97,4,97,97,4,4,4,97,4,97,97,97,2,97,0.0,0.0,0.0,0.0,0.0,1.0,560.7541,465.9006,518.0013,514.8853333333333,3.0282372063642704,0.16666666666666666,1.0,-0.11380782820635114,-0.39134307732660045,-0.34053312138293,-2.289514871863608,0,警示型,0.5194038290621037,0.6760790687880901,0.8333333333333334,0.0,警示型,34401966
34400041,34401967,08MS,18,10,8,2006,1,1,1,2,2,3,4,2,2,2,1,1,1,3,2,3,3,97,3,2.0,3.0,4.0,1.0,5.0,6.0,2.5845932325413967,4.0,3.6481012658227847,3.0,2,97,97,97,97,4,2,3,97,3,3,97,3,97,3,97,2,97,97,3,3,2,0.0,0.0,0.0,0.0,0.0,1.0,702.5665,648.8169,657.652,669.6784666666667,3.3081736245910456,0.16666666666666666,3.5,1.6363119137359228,0.4228361018568554,-0.34053312138293,0.7939178576251859,1,优秀全面型,0.7862127771648294,0.7693912081970152,0.8333333333333334,0.8333333333333334,优秀全面型,34401967
34400161,34401969,08MS,1,10,9,2006,2,1,3,2,3,3,1,3,2,5,1,1,1,4,1,1,97,2,3,6.0,2.6384673748103187,2.716795366795367,2.095229221021245,3.2590051457975986,3.8149606299212597,5.0,3.538216560509554,3.6481012658227847,2.0,97,5,5,97,97,97,97,97,2,5,5,97,1,2,2,97,97,97,4,4,97,2,0.0,0.0,0.0,0.0,0.0,1.0,566.7032,442.5371,595.4971,534.9124666666667,3.5465794565830846,0.16666666666666666,3.420742956390965,0.11262263848431323,1.1162259288517253,-0.34053312138293,0.696164352702538,3,潜力型,0.5539235668767852,0.8488598188610282,0.8333333333333334,0.8069143187969883,潜力型,34401969
34400059,34401970,08MS,18,10,9,2006,2,1,1,2,5,5,5,5,2,2,1,1,1,97,2,2,3,3,3,1.0,1.0,1.0,1.0,5.0,3.8149606299212597,2.0,3.538216560509554,3.0,2.8802543270929,2,2,97,97,3,97,3,97,97,3,3,97,3,3,97,97,2,97,4,2,97,97,0.0,0.0,0.0,0.0,0.0,1.0,634.6169,582.5824,543.8156,587.0049666666667,2.8546177219006132,0.16666666666666666,2.135826771653543,0.7015900603195281,-0.8963054907427862,-0.34053312138293,-0.8886166947651564,1,优秀全面型,0.6437127250244631,0.6182059073002044,0.8333333333333334,0.37860892388451434,优秀全面型,34401970
34400145,34401972,08MS,6,10,9,2006,1,1,2,2,4,3,3,3,2,4,1,1,1,97,2,2,3,2,3,2.613363673976003,6.0,5.0,2.0,3.0,3.8149606299212597,2.5845932325413967,3.538216560509554,4.0,1.0,97,4,97,4,97,4,97,97,2,97,4,97,97,1,3,1,97,97,4,97,3,2,0.0,0.0,0.0,1.0,0.0,0.0,677.3431,605.995,647.0847,643.4742666666666,2.780702448262738,0.16666666666666666,3.7380540506495437,1.3400423909590473,-1.1112838676214036,-0.34053312138293,1.0875273180892604,1,优秀全面型,0.7410459478144741,0.593567482754246,0.8333333333333334,0.9126846835498479,优秀全面型,34401972
34400175,34401975,08MS,21,10,11,2006,2,1,1,2,1,2,2,2,2,3,1,1,2,3,2,97,3,3,3,1.0,2.6384673748103187,2.716795366795367,3.0,3.0,3.8149606299212597,2.5845932325413967,4.0,4.0,2.0,3,3,97,97,97,4,97,4,97,4,3,2,97,2,97,97,2,97,97,3,4,2,0.0,0.0,0.0,0.0,0.0,1.0,641.8459,602.9377,605.4945,616.7593666666667,3.1461483081353494,0.16666666666666666,2.695037228587824,1.0379987997014668,-0.0484053321603954,-0.34053312138293,-0.19890156453173824,1,优秀全面型,0.694998851188292,0.7153827693784498,0.8333333333333334,0.5650124095292747,优秀全面型,34401975
34400161,34401976,08MS,41,10,3,2006,2,1,4,3,4,4,3,4,2,3,1,1,1,3,2,2,3,97,3,2.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,3.6481012658227847,2.8802543270929,97,4,97,97,97,5,4,97,97,4,2,4,97,4,97,3,3,97,97,3,97,97,0.0,0.0,0.0,0.0,0.0,1.0,791.3145,652.0406,612.1717,685.1756,3.382088898228921,0.16666666666666666,2.1666666666666665,1.8115253641399132,0.6378144787354728,-0.34053312138293,-0.8505795981021711,3,潜力型,0.812924387390914,0.7940296327429737,0.8333333333333334,0.38888888888888884,潜力型,34401976
34400129,34401979,08MS,12,10,9,2006,1,1,2,2,2,1,2,1,2,5,1,1,1,3,97,3,3,1,3,2.0,2.0,2.0,1.0,6.0,3.8149606299212597,2.0,3.538216560509554,4.0,2.8802543270929,97,97,4,97,4,97,2,97,4,97,1,3,3,3,97,97,97,3,97,4,97,2,0.0,0.0,0.0,0.0,0.0,1.0,648.1572,567.5803,632.0496,615.9290333333333,3.1046177219006132,0.16666666666666666,2.80249343832021,1.028610897746345,-0.16919468434898124,-0.34053312138293,-0.06636796690147757,1,优秀全面型,0.6935676484051283,0.7015392406335378,0.8333333333333334,0.6008311461067367,优秀全面型,34401979
34400165,34401980,08MS,11,10,4,2006,2,1,2,2,1,1,3,3,2,4,1,1,1,97,1,1,3,2,3,1.0,1.0,4.0,2.0,2.0,2.0,5.0,5.0,3.6481012658227847,2.8802543270929,97,97,97,5,97,5,97,5,97,5,5,1,97,1,1,97,97,97,1,1,97,4,0.0,0.0,0.0,1.0,0.0,0.0,499.2867,436.6213,414.4885,450.1321666666667,4.132088898228921,0.16666666666666666,2.0,-0.8459190846699979,2.819146897916888,-0.34053312138293,-1.0561417800680906,3,潜力型,0.4077921321307554,1.0440296327429737,0.8333333333333334,0.3333333333333333,潜力型,34401980
34400069,34401982,08MS,22,9,2,2007,2,1,3,3,3,3,3,3,3,3,99,99,99,99,99,99,99,97,99,2.613363673976003,2.6384673748103187,2.716795366795367,2.095229221021245,3.2590051457975986,3.8149606299212597,2.5845932325413967,3.538216560509554,3.6481012658227847,2.8802543270929,97,97,97,99,99,99,97,97,99,99,97,97,97,99,97,97,99,99,99,99,97,97,0.0,0.0,0.0,0.0,0.0,0.0,381.4489,291.3563,410.5751,361.1267666666667,3.162791346491659,0.0,2.8563035687202984,-1.8522305684231668,1.2916082539394669e-15,-1.4416161889208716,-5.477276817858002e-16,0,警示型,0.2543781102159439,0.7209304488305529,1.0,0.6187678562400994,警示型,34401982
34400046,34401983,08MS,66,10,4,2006,2,1,5,5,4,5,3,5,2,4,1,1,1,2,3,2,97,2,2,3.0,3.0,4.0,3.0,3.2590051457975986,3.8149606299212597,2.5845932325413967,4.0,4.0,2.8802543270929,1,4,4,97,2,97,4,97,2,97,97,2,97,2,97,2,97,97,97,2,1,97,0.0,0.0,0.0,0.0,0.0,1.0,579.6464,616.327,585.7901,593.9211666666666,3.3662118899085742,0.16666666666666666,3.3456609626198097,0.7797858943243587,0.5916371014437588,-0.34053312138293,0.6035602419068367,1,优秀全面型,0.6556338226024437,0.7887372966361914,0.8333333333333334,0.7818869875399366,优秀全面型,34401983
34400100,34401984,08MS,46,10,9,2006,1,1,2,3,2,1,2,2,2,3,1,1,1,2,2,97,3,2,1,2.613363673976003,1.0,2.0,1.0,2.0,3.8149606299212597,2.5845932325413967,3.538216560509554,4.0,2.8802543270929,97,97,4,97,2,4,97,97,2,97,4,97,97,2,2,97,2,97,97,2,2,4,1.0,0.0,0.0,0.0,0.0,1.0,629.2885,562.1222,639.5684,610.3263666666667,3.2507660300359627,0.3333333333333333,2.071387383982877,0.9652661141005467,0.25586937237655555,0.7605499461550116,-0.9680945015699356,3,潜力型,0.6839106205530947,0.7502553433453208,0.6666666666666667,0.35712912799429236,潜力型,34401984
34400034,34401985,08MS,6,10,8,2006,2,1,1,1,1,2,1,2,2,1,1,1,1,97,2,3,2,3,2,2.0,2.0,2.0,1.0,4.0,6.0,2.5845932325413967,3.538216560509554,3.6481012658227847,3.0,97,97,2,97,4,2,97,97,4,97,1,2,97,97,97,2,2,2,2,97,97,3,0.0,0.0,0.0,0.0,0.0,1.0,652.7996,608.852,592.9212,618.1909333333334,3.192727764718434,0.16666666666666666,2.8333333333333335,1.0541843567173894,0.08706837278965208,-0.34053312138293,-0.028330870238492335,1,优秀全面型,0.6974663688891565,0.7309092549061447,0.8333333333333334,0.6111111111111112,优秀全面型,34401985
34400173,34401986,08MS,6,10,7,2006,2,1,1,2,1,1,2,2,2,2,1,1,2,2,97,2,2,2,2,3.0,6.0,5.0,5.0,6.0,3.8149606299212597,2.5845932325413967,3.538216560509554,3.6481012658227847,3.0,97,97,3,97,97,3,3,3,3,97,97,2,2,97,97,97,2,2,2,97,97,97,0.0,0.0,0.0,0.0,0.0,1.0,404.5956,392.7555,441.2304,412.8605,3.192727764718434,0.16666666666666666,4.80249343832021,-1.2673194287534681,0.08706837278965208,-0.34053312138293,2.4003782166895573,1,优秀全面型,0.3435488807459905,0.7309092549061447,0.8333333333333334,1.2674978127734031,优秀全面型,34401986
34400051,34401987,08MS,39,8,11,2006,2,1,2,1,5,5,5,5,1,4,1,1,1,4,2,97,4,3,4,1.0,4.0,2.716795366795367,1.0,4.0,3.8149606299212597,1.0,3.538216560509554,5.0,1.0,2,2,3,2,97,97,2,97,97,1,97,97,4,4,97,97,97,97,4,4,4,97,0.0,0.0,0.0,0.0,0.0,1.0,617.7228,530.0962,580.714,576.1776666666666,2.6345541401273884,0.16666666666666666,2.7552926661194377,0.5791746076836112,-1.5363479243469405,-0.34053312138293,-0.12458412924588008,1,优秀全面型,0.6250502658986319,0.5448513800424628,0.8333333333333334,0.5850975553731459,优秀全面型,34401987
34400060,34401988,08MS,51,10,6,2006,2,1,2,4,4,3,2,2,2,3,1,1,1,3,97,2,3,2,3,1.0,5.0,6.0,1.0,1.0,6.0,2.5845932325413967,3.0,4.0,2.0,4,97,4,97,2,4,3,97,97,97,3,1,3,97,97,2,1,97,97,3,97,2,0.0,0.0,0.0,0.0,0.0,1.0,574.13,446.8074,567.1822,529.3732,2.8961483081353494,0.16666666666666666,3.3333333333333335,0.04999466694283599,-0.7755161385542004,-0.34053312138293,0.5883556756592665,1,优秀全面型,0.5443758183380226,0.6320494360451164,0.8333333333333334,0.7777777777777778,优秀全面型,34401988
34400131,34401989,08MS,9,10,12,2006,2,1,1,3,2,3,4,1,1,4,2,2,2,3,2,2,4,2,97,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.538216560509554,3.6481012658227847,2.8802543270929,5,4,4,3,97,97,97,4,97,4,97,3,97,97,3,97,3,3,97,97,3,97,0.0,0.0,0.0,0.0,0.0,1.0,390.2797,335.4648,405.9984,377.24763333333334,3.5166430383563094,0.16666666666666666,2.0,-1.6699650738046345,1.0291575560620745,-0.34053312138293,-1.0561417800680906,0,警示型,0.28216481745040106,0.8388810127854365,0.8333333333333334,0.3333333333333333,警示型,34401989
34400068,34401990,08MS,3,9,9,2006,2,1,3,1,1,1,1,1,1,1,2,2,2,97,1,1,3,2,4,2.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,3.6481012658227847,2.8802543270929,99,97,2,5,1,5,97,97,1,97,97,1,97,1,97,1,1,97,97,1,97,97,0.0,0.0,0.0,0.0,0.0,1.0,320.2105,376.4395,295.5123,330.7207666666667,3.632088898228921,0.16666666666666666,2.3333333333333335,-2.1960064176974674,1.3649252851292777,-0.34053312138293,-0.6450174161362512,0,警示型,0.20196885470625847,0.877362966076307,0.8333333333333334,0.4444444444444445,警示型,34401990
34400149,34401991,08MS,22,9,12,2006,1,2,2,3,3,1,2,1,2,2,1,1,2,97,4,3,2,4,1,1.0,1.0,1.0,1.0,5.0,5.0,2.5845932325413967,3.538216560509554,2.0,5.0,97,3,4,97,2,97,2,4,97,97,97,97,97,97,4,2,2,3,97,4,97,97,0.0,0.0,0.0,0.0,0.0,1.0,590.6322,577.7659,632.5853,600.3277999999999,3.280702448262738,0.16666666666666666,2.3333333333333335,0.8522204735243749,0.34293774516620634,-0.34053312138293,-0.6450174161362512,3,潜力型,0.6666766063728684,0.7602341494209126,0.8333333333333334,0.4444444444444445,潜力型,34401991
34400163,34401992,08MS,56,10,8,2006,2,1,2,2,2,2,2,2,2,2,1,1,1,3,3,1,3,2,97,2.0,4.0,2.0,4.0,5.0,3.8149606299212597,2.5845932325413967,3.538216560509554,3.6481012658227847,2.0,97,97,4,2,2,97,97,4,97,4,97,97,97,2,97,2,2,2,97,97,2,3,0.0,0.0,0.0,0.0,0.0,1.0,606.4707,549.1555,616.1422,590.5894666666667,2.942727764718434,0.16666666666666666,3.4691601049868765,0.7421170790567414,-0.6400424336041529,-0.34053312138293,0.7558807609622007,1,优秀全面型,0.6498911429806055,0.6475759215728113,0.8333333333333334,0.8230533683289588,优秀全面型,34401992
34400079,34401994,08MS,8,10,12,2006,2,1,2,2,2,2,1,1,2,1,1,1,1,1,97,2,4,4,1,3.0,2.6384673748103187,1.0,2.0,1.0,1.0,2.5845932325413967,3.538216560509554,4.0,2.8802543270929,3,3,97,97,3,3,97,97,3,1,97,1,97,1,97,1,1,97,97,97,1,97,0.0,0.0,0.0,0.0,0.0,1.0,545.3069,511.0162,576.667,544.3300333333333,3.2507660300359627,0.16666666666666666,1.7730778958017197,0.21909938580164096,0.25586937237655555,-0.34053312138293,-1.336021397319868,3,潜力型,0.5701561412934407,0.7502553433453208,0.8333333333333334,0.25769263193390657,潜力型,34401994
